Geneid	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig
Glyma.15G093500.Wm82.a4.v1	0.13  	1     	FALSE	0.0032	1     	FALSE	-0.13 	0.99  	FALSE
Glyma.15G093600.Wm82.a4.v1	0.0018	1     	FALSE	0.022 	0.99  	FALSE	0.021 	1     	FALSE
Glyma.15G093700.Wm82.a4.v1	-0.32 	1     	FALSE	-0.36 	0.76  	FALSE	-0.035	1     	FALSE
Glyma.15G093800.Wm82.a4.v1	-0.13 	1     	FALSE	-0.01 	NA    	NA	0.12  	0.99  	FALSE
Glyma.15G093850.Wm82.a4.v1	-0.14 	1     	FALSE	-0.19 	0.96  	FALSE	-0.05 	1     	FALSE
Glyma.15G093900.Wm82.a4.v1	-0.17 	1     	FALSE	-0.49 	0.49  	FALSE	-0.32 	0.99  	FALSE
Glyma.15G094000.Wm82.a4.v1	0.36  	1     	FALSE	0.022 	1     	FALSE	-0.33 	0.99  	FALSE
Glyma.15G094100.Wm82.a4.v1	0.043 	1     	FALSE	-0.12 	NA    	NA	-0.16 	0.99  	FALSE
Glyma.15G094200.Wm82.a4.v1	0.013 	NA    	NA	-0.0045	NA    	NA	-0.017	NA    	NA
Glyma.15G094350.Wm82.a4.v1	0.097 	1     	FALSE	0.079 	0.99  	FALSE	-0.018	1     	FALSE
Glyma.15G094400.Wm82.a4.v1	0.037 	NA    	NA	-0.028	NA    	NA	-0.066	NA    	NA
Glyma.15G094500.Wm82.a4.v1	-0.011	1     	FALSE	0.042 	0.99  	FALSE	0.052 	1     	FALSE
Glyma.15G094600.Wm82.a4.v1	-0.41 	0.9   	FALSE	-0.14 	0.99  	FALSE	0.27  	0.99  	FALSE
Glyma.15G094700.Wm82.a4.v1	0.047 	1     	FALSE	-0.38 	0.52  	FALSE	-0.43 	0.99  	FALSE
Glyma.15G094800.Wm82.a4.v1	-0.056	1     	FALSE	-0.081	0.99  	FALSE	-0.025	1     	FALSE
Glyma.15G094900.Wm82.a4.v1	-0.11 	1     	FALSE	-0.13 	0.98  	FALSE	-0.024	1     	FALSE
Glyma.15G095000.Wm82.a4.v1	-0.00047	1     	FALSE	0.12  	0.99  	FALSE	0.12  	0.99  	FALSE
Glyma.15G095100.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.15G095200.Wm82.a4.v1	0.02  	NA    	NA	0.028 	NA    	NA	0.008 	NA    	NA
Glyma.15G095300.Wm82.a4.v1	0.14  	1     	FALSE	-0.22 	0.97  	FALSE	-0.35 	0.99  	FALSE
Glyma.15G095400.Wm82.a4.v1	0.056 	1     	FALSE	-0.13 	0.98  	FALSE	-0.19 	0.99  	FALSE
Glyma.15G095500.Wm82.a4.v1	0.18  	1     	FALSE	0.15  	0.98  	FALSE	-0.031	1     	FALSE
Glyma.15G095600.Wm82.a4.v1	0.0097	NA    	NA	0.019 	NA    	NA	0.0093	NA    	NA
Glyma.15G095700.Wm82.a4.v1	-0.18 	1     	FALSE	0.063 	0.99  	FALSE	0.24  	0.99  	FALSE
Glyma.15G095800.Wm82.a4.v1	-0.012	1     	FALSE	-0.23 	0.97  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G095900.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.15G096000.Wm82.a4.v1	0.017 	1     	FALSE	0.067 	0.99  	FALSE	0.051 	1     	FALSE
Glyma.15G096200.Wm82.a4.v1	-0.32 	1     	FALSE	-0.19 	0.98  	FALSE	0.13  	0.99  	FALSE
Glyma.15G096302.Wm82.a4.v1	-0.3  	1     	FALSE	-0.33 	0.8   	FALSE	-0.021	1     	FALSE
Glyma.15G096500.Wm82.a4.v1	-0.36 	0.95  	FALSE	-0.24 	0.96  	FALSE	0.12  	0.99  	FALSE
Glyma.15G096600.Wm82.a4.v1	0.094 	1     	FALSE	0.044 	NA    	NA	-0.05 	0.99  	FALSE
Glyma.15G096800.Wm82.a4.v1	0.078 	1     	FALSE	0.2   	0.98  	FALSE	0.12  	0.99  	FALSE
Glyma.15G096900.Wm82.a4.v1	0.0023	1     	FALSE	-0.3  	0.94  	FALSE	-0.3  	0.99  	FALSE
Glyma.15G097000.Wm82.a4.v1	0.028 	1     	FALSE	-0.052	0.99  	FALSE	-0.079	0.99  	FALSE
Glyma.15G097100.Wm82.a4.v1	-0.05 	1     	FALSE	0.13  	0.98  	FALSE	0.18  	0.99  	FALSE
Glyma.15G097200.Wm82.a4.v1	-0.071	1     	FALSE	0.0063	1     	FALSE	0.077 	1     	FALSE
Glyma.15G097300.Wm82.a4.v1	-0.35 	0.61  	FALSE	-0.31 	0.67  	FALSE	0.041 	1     	FALSE
Glyma.15G097400.Wm82.a4.v1	-0.23 	1     	FALSE	-0.022	NA    	NA	0.21  	0.99  	FALSE
Glyma.15G097500.Wm82.a4.v1	-0.15 	1     	FALSE	-0.27 	0.88  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G097700.Wm82.a4.v1	-0.12 	1     	FALSE	-0.3  	0.92  	FALSE	-0.18 	0.99  	FALSE
Glyma.15G097800.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.15G097900.Wm82.a4.v1	-0.0058	1     	FALSE	-0.029	NA    	NA	-0.024	1     	FALSE
Glyma.15G098000.Wm82.a4.v1	-0.032	1     	FALSE	0.16  	0.98  	FALSE	0.19  	0.99  	FALSE
Glyma.15G098100.Wm82.a4.v1	-0.22 	1     	FALSE	-0.16 	0.98  	FALSE	0.062 	1     	FALSE
Glyma.15G098200.Wm82.a4.v1	-0.11 	1     	FALSE	-0.42 	0.37  	FALSE	-0.31 	0.99  	FALSE
Glyma.15G098300.Wm82.a4.v1	0.0014	1     	FALSE	0.031 	0.99  	FALSE	0.03  	1     	FALSE
Glyma.15G098400.Wm82.a4.v1	-0.25 	1     	FALSE	-0.36 	0.85  	FALSE	-0.11 	0.99  	FALSE
Glyma.15G098500.Wm82.a4.v1	0.35  	1     	FALSE	-0.15 	0.99  	FALSE	-0.5  	0.99  	FALSE
Glyma.15G098601.Wm82.a4.v1	-0.0015	NA    	NA	0.0058	NA    	NA	0.0073	NA    	NA
Glyma.15G098700.Wm82.a4.v1	0.084 	1     	FALSE	0.016 	1     	FALSE	-0.068	1     	FALSE
Glyma.15G098800.Wm82.a4.v1	0.1   	1     	FALSE	-0.027	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.15G098900.Wm82.a4.v1	-0.2  	1     	FALSE	-0.087	0.99  	FALSE	0.12  	0.99  	FALSE
Glyma.15G099000.Wm82.a4.v1	-0.066	1     	FALSE	0.22  	0.97  	FALSE	0.28  	0.99  	FALSE
Glyma.15G099050.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.15G099100.Wm82.a4.v1	-0.27 	0.95  	FALSE	-0.29 	0.72  	FALSE	-0.025	1     	FALSE
Glyma.15G099400.Wm82.a4.v1	-0.0096	1     	FALSE	0.073 	0.99  	FALSE	0.083 	0.99  	FALSE
Glyma.15G099500.Wm82.a4.v1	-0.41 	0.51  	FALSE	-0.36 	0.62  	FALSE	0.055 	1     	FALSE
Glyma.15G099600.Wm82.a4.v1	-0.36 	0.16  	FALSE	-0.17 	0.56  	FALSE	0.18  	0.99  	FALSE
Glyma.15G099700.Wm82.a4.v1	0.052 	1     	FALSE	-0.012	1     	FALSE	-0.064	0.99  	FALSE
Glyma.15G099800.Wm82.a4.v1	-0.021	1     	FALSE	-0.23 	0.87  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G099900.Wm82.a4.v1	0.058 	1     	FALSE	0.021 	0.99  	FALSE	-0.037	1     	FALSE
Glyma.15G100100.Wm82.a4.v1	0.32  	1     	FALSE	0.19  	0.98  	FALSE	-0.13 	0.99  	FALSE
Glyma.15G100300.Wm82.a4.v1	0.18  	1     	FALSE	0.017 	1     	FALSE	-0.16 	0.99  	FALSE
Glyma.15G100400.Wm82.a4.v1	0.13  	1     	FALSE	0.14  	0.98  	FALSE	0.011 	1     	FALSE
Glyma.15G100500.Wm82.a4.v1	-0.034	1     	FALSE	-0.04 	0.99  	FALSE	-0.0065	1     	FALSE
Glyma.15G100600.Wm82.a4.v1	0.16  	1     	FALSE	-0.047	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G100700.Wm82.a4.v1	0.1   	1     	FALSE	-0.14 	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.15G100800.Wm82.a4.v1	0.037 	1     	FALSE	0.26  	0.9   	FALSE	0.22  	0.99  	FALSE
Glyma.15G100900.Wm82.a4.v1	-0.059	1     	FALSE	0.076 	0.99  	FALSE	0.13  	0.99  	FALSE
Glyma.15G101000.Wm82.a4.v1	0.065 	NA    	NA	-0.18 	NA    	NA	-0.24 	NA    	NA
Glyma.15G101100.Wm82.a4.v1	-0.15 	1     	FALSE	-0.31 	0.84  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G101200.Wm82.a4.v1	0.053 	1     	FALSE	0.11  	0.99  	FALSE	0.057 	1     	FALSE
Glyma.15G101300.Wm82.a4.v1	-0.011	1     	FALSE	-0.011	1     	FALSE	-0.00023	1     	FALSE
Glyma.15G101400.Wm82.a4.v1	-0.031	1     	FALSE	-0.006	1     	FALSE	0.025 	1     	FALSE
Glyma.15G101500.Wm82.a4.v1	-0.042	1     	FALSE	-0.047	0.99  	FALSE	-0.0047	1     	FALSE
Glyma.15G101600.Wm82.a4.v1	-0.19 	1     	FALSE	-0.067	0.99  	FALSE	0.13  	0.99  	FALSE
Glyma.15G101700.Wm82.a4.v1	0.025 	1     	FALSE	-0.054	0.99  	FALSE	-0.079	1     	FALSE
Glyma.15G101900.Wm82.a4.v1	-0.18 	1     	FALSE	-0.042	0.99  	FALSE	0.14  	0.99  	FALSE
Glyma.15G102000.Wm82.a4.v1	0.57  	0.29  	FALSE	0.38  	0.77  	FALSE	-0.19 	0.99  	FALSE
Glyma.15G102100.Wm82.a4.v1	0.14  	1     	FALSE	0.12  	0.99  	FALSE	-0.02 	1     	FALSE
Glyma.15G102150.Wm82.a4.v1	0     	NA    	NA	-0.023	NA    	NA	-0.021	NA    	NA
Glyma.15G102202.Wm82.a4.v1	-0.034	NA    	NA	0.03  	NA    	NA	0.065 	NA    	NA
Glyma.15G102252.Wm82.a4.v1	0.054 	1     	FALSE	0.0068	NA    	NA	-0.048	0.99  	FALSE
Glyma.15G102300.Wm82.a4.v1	0.021 	1     	FALSE	-0.095	NA    	NA	-0.12 	0.99  	FALSE
Glyma.15G102400.Wm82.a4.v1	-0.16 	1     	FALSE	-0.049	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.15G102500.Wm82.a4.v1	-0.007	1     	FALSE	0.072 	0.99  	FALSE	0.079 	0.99  	FALSE
Glyma.15G102550.Wm82.a4.v1	-0.0098	1     	FALSE	-0.36 	0.83  	FALSE	-0.35 	0.99  	FALSE
Glyma.15G102800.Wm82.a4.v1	-0.34 	1     	FALSE	-0.21 	0.97  	FALSE	0.13  	0.99  	FALSE
Glyma.15G102900.Wm82.a4.v1	-0.065	1     	FALSE	-0.049	0.99  	FALSE	0.016 	1     	FALSE
Glyma.15G103000.Wm82.a4.v1	-0.0022	1     	FALSE	-0.033	NA    	NA	-0.031	1     	FALSE
Glyma.15G103100.Wm82.a4.v1	-0.15 	1     	FALSE	-0.16 	0.98  	FALSE	-0.0083	1     	FALSE
Glyma.15G103200.Wm82.a4.v1	-0.02 	1     	FALSE	-0.12 	0.99  	FALSE	-0.096	0.99  	FALSE
Glyma.15G103267.Wm82.a4.v1	-0.11 	1     	FALSE	-0.1  	0.99  	FALSE	0.0015	1     	FALSE
Glyma.15G103333.Wm82.a4.v1	-0.046	1     	FALSE	0.23  	0.97  	FALSE	0.28  	0.99  	FALSE
Glyma.15G103500.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.15G103700.Wm82.a4.v1	0.096 	1     	FALSE	-0.088	0.99  	FALSE	-0.18 	0.99  	FALSE
Glyma.15G103800.Wm82.a4.v1	-0.085	1     	FALSE	-0.18 	0.98  	FALSE	-0.093	0.99  	FALSE
Glyma.15G103900.Wm82.a4.v1	-0.32 	1     	FALSE	-0.55 	0.36  	FALSE	-0.22 	0.99  	FALSE
Glyma.15G104000.Wm82.a4.v1	-0.1  	1     	FALSE	-0.16 	0.96  	FALSE	-0.057	0.99  	FALSE
Glyma.15G104100.Wm82.a4.v1	-0.023	1     	FALSE	-0.32 	0.88  	FALSE	-0.29 	0.99  	FALSE
Glyma.15G104200.Wm82.a4.v1	0.099 	1     	FALSE	0.18  	0.96  	FALSE	0.08  	0.99  	FALSE
Glyma.15G104300.Wm82.a4.v1	0.032 	1     	FALSE	-0.071	0.99  	FALSE	-0.1  	0.99  	FALSE
Glyma.15G104400.Wm82.a4.v1	-0.02 	1     	FALSE	0.15  	0.98  	FALSE	0.17  	0.99  	FALSE
Glyma.15G104600.Wm82.a4.v1	0.29  	1     	FALSE	0.37  	0.84  	FALSE	0.078 	0.99  	FALSE
Glyma.15G104700.Wm82.a4.v1	0.29  	1     	FALSE	0.091 	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G104800.Wm82.a4.v1	0.12  	1     	FALSE	-0.093	0.99  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G104900.Wm82.a4.v1	-0.14 	1     	FALSE	-0.19 	0.97  	FALSE	-0.051	1     	FALSE
Glyma.15G105100.Wm82.a4.v1	-0.22 	1     	FALSE	-0.32 	0.81  	FALSE	-0.097	0.99  	FALSE
Glyma.15G105300.Wm82.a4.v1	-0.27 	1     	FALSE	0.033 	0.99  	FALSE	0.3   	0.99  	FALSE
Glyma.15G105400.Wm82.a4.v1	0.18  	1     	FALSE	0.0071	1     	FALSE	-0.17 	0.99  	FALSE
Glyma.15G105500.Wm82.a4.v1	-0.47 	0.64  	FALSE	-0.45 	0.59  	FALSE	0.019 	1     	FALSE
Glyma.15G105600.Wm82.a4.v1	0.0027	1     	FALSE	-0.12 	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G105800.Wm82.a4.v1	0.23  	1     	FALSE	-0.11 	0.99  	FALSE	-0.34 	0.99  	FALSE
Glyma.15G105900.Wm82.a4.v1	-0.1  	1     	FALSE	0.039 	NA    	NA	0.14  	0.99  	FALSE
Glyma.15G106000.Wm82.a4.v1	-0.29 	1     	FALSE	-0.17 	0.98  	FALSE	0.12  	0.99  	FALSE
Glyma.15G106100.Wm82.a4.v1	-0.093	1     	FALSE	0.0084	1     	FALSE	0.1   	0.99  	FALSE
Glyma.15G106200.Wm82.a4.v1	0.2   	1     	FALSE	0.0068	1     	FALSE	-0.2  	0.99  	FALSE
Glyma.15G106300.Wm82.a4.v1	-0.067	1     	FALSE	-0.078	0.99  	FALSE	-0.01 	1     	FALSE
Glyma.15G106400.Wm82.a4.v1	-0.17 	1     	FALSE	-0.23 	0.89  	FALSE	-0.069	1     	FALSE
Glyma.15G106600.Wm82.a4.v1	-0.11 	1     	FALSE	-0.14 	0.98  	FALSE	-0.037	1     	FALSE
Glyma.15G106700.Wm82.a4.v1	0.058 	1     	FALSE	-0.24 	0.96  	FALSE	-0.3  	0.99  	FALSE
Glyma.15G106800.Wm82.a4.v1	-0.12 	1     	FALSE	0.16  	0.97  	FALSE	0.28  	0.99  	FALSE
Glyma.15G106900.Wm82.a4.v1	0.071 	1     	FALSE	-0.067	0.99  	FALSE	-0.14 	0.99  	FALSE
Glyma.15G107000.Wm82.a4.v1	-0.12 	1     	FALSE	-0.064	0.99  	FALSE	0.055 	1     	FALSE
Glyma.15G107100.Wm82.a4.v1	0.41  	0.78  	FALSE	0.36  	0.79  	FALSE	-0.05 	1     	FALSE
Glyma.15G107200.Wm82.a4.v1	-0.054	1     	FALSE	-0.19 	0.98  	FALSE	-0.13 	0.99  	FALSE
Glyma.15G107300.Wm82.a4.v1	0.2   	1     	FALSE	-0.14 	0.99  	FALSE	-0.34 	0.99  	FALSE
Glyma.15G107400.Wm82.a4.v1	0.081 	1     	FALSE	-0.16 	0.98  	FALSE	-0.24 	0.99  	FALSE
Glyma.15G107700.Wm82.a4.v1	0.48  	0.54  	FALSE	0.048 	0.99  	FALSE	-0.43 	0.99  	FALSE
Glyma.15G107800.Wm82.a4.v1	-0.12 	1     	FALSE	-0.031	0.99  	FALSE	0.089 	0.99  	FALSE
Glyma.15G107900.Wm82.a4.v1	0.28  	1     	FALSE	0.0048	1     	FALSE	-0.28 	0.99  	FALSE
Glyma.15G108000.Wm82.a4.v1	-0.0072	1     	FALSE	0.22  	0.97  	FALSE	0.22  	0.99  	FALSE
Glyma.15G108200.Wm82.a4.v1	-0.098	1     	FALSE	-0.044	0.99  	FALSE	0.054 	1     	FALSE
Glyma.15G108300.Wm82.a4.v1	-0.14 	1     	FALSE	-0.31 	0.93  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G108400.Wm82.a4.v1	0.22  	1     	FALSE	0.086 	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.15G108650.Wm82.a4.v1	-0.029	NA    	NA	-0.014	NA    	NA	0.016 	NA    	NA
Glyma.15G108700.Wm82.a4.v1	0.26  	1     	FALSE	0.14  	0.98  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G108800.Wm82.a4.v1	0.088 	1     	FALSE	0.039 	NA    	NA	-0.049	0.99  	FALSE
Glyma.15G108900.Wm82.a4.v1	0.021 	1     	FALSE	0.23  	0.97  	FALSE	0.21  	0.99  	FALSE
Glyma.15G109300.Wm82.a4.v1	-0.004	1     	FALSE	-0.089	0.99  	FALSE	-0.085	0.99  	FALSE
Glyma.15G109500.Wm82.a4.v1	0.16  	1     	FALSE	0.044 	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.15G109600.Wm82.a4.v1	0.048 	1     	FALSE	-0.019	NA    	NA	-0.067	0.99  	FALSE
Glyma.15G109800.Wm82.a4.v1	-0.22 	1     	FALSE	-0.31 	0.73  	FALSE	-0.09 	0.99  	FALSE
Glyma.15G109900.Wm82.a4.v1	0.13  	1     	FALSE	-0.086	NA    	NA	-0.21 	0.99  	FALSE
Glyma.15G110000.Wm82.a4.v1	-0.035	1     	FALSE	-0.22 	0.97  	FALSE	-0.18 	0.99  	FALSE
Glyma.15G110200.Wm82.a4.v1	-0.21 	1     	FALSE	-0.38 	0.68  	FALSE	-0.17 	0.99  	FALSE
Glyma.15G110300.Wm82.a4.v1	0.036 	1     	FALSE	0.22  	0.95  	FALSE	0.18  	0.99  	FALSE
Glyma.15G110400.Wm82.a4.v1	0.061 	1     	FALSE	0.055 	0.99  	FALSE	-0.0054	1     	FALSE
Glyma.15G110500.Wm82.a4.v1	-0.66 	0.14  	FALSE	-0.5  	0.4   	FALSE	0.16  	0.99  	FALSE
Glyma.15G110700.Wm82.a4.v1	0.1   	1     	FALSE	-0.056	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G110800.Wm82.a4.v1	-0.014	1     	FALSE	0.13  	0.99  	FALSE	0.14  	0.99  	FALSE
Glyma.15G110900.Wm82.a4.v1	-0.011	NA    	NA	-0.013	NA    	NA	-0.0023	NA    	NA
Glyma.15G111000.Wm82.a4.v1	-0.082	1     	FALSE	-0.026	0.99  	FALSE	0.056 	1     	FALSE
Glyma.15G111200.Wm82.a4.v1	0.032 	NA    	NA	0.021 	NA    	NA	-0.012	NA    	NA
Glyma.15G111300.Wm82.a4.v1	-0.0031	1     	FALSE	0.088 	0.99  	FALSE	0.091 	0.99  	FALSE
Glyma.15G111400.Wm82.a4.v1	0     	NA    	NA	-0.023	NA    	NA	-0.021	NA    	NA
Glyma.15G111500.Wm82.a4.v1	0.042 	1     	FALSE	-0.032	0.99  	FALSE	-0.074	0.99  	FALSE
Glyma.15G111600.Wm82.a4.v1	0.065 	1     	FALSE	0.09  	0.99  	FALSE	0.025 	1     	FALSE
Glyma.15G111700.Wm82.a4.v1	0.043 	1     	FALSE	-0.1  	0.99  	FALSE	-0.15 	0.99  	FALSE
Glyma.15G111800.Wm82.a4.v1	-0.13 	1     	FALSE	-0.31 	0.8   	FALSE	-0.18 	0.99  	FALSE
Glyma.15G112000.Wm82.a4.v1	0.17  	1     	FALSE	0.026 	0.99  	FALSE	-0.14 	0.99  	FALSE
Glyma.15G112100.Wm82.a4.v1	0.054 	1     	FALSE	0.12  	0.99  	FALSE	0.069 	1     	FALSE
Glyma.15G112200.Wm82.a4.v1	0.47  	0.68  	FALSE	0.047 	0.99  	FALSE	-0.42 	0.99  	FALSE
Glyma.15G112300.Wm82.a4.v1	0.19  	1     	FALSE	-0.034	0.99  	FALSE	-0.23 	0.99  	FALSE
Glyma.15G112500.Wm82.a4.v1	-0.082	1     	FALSE	0.15  	0.98  	FALSE	0.24  	0.99  	FALSE
Glyma.15G112600.Wm82.a4.v1	-0.2  	1     	FALSE	-0.082	0.99  	FALSE	0.12  	0.99  	FALSE
Glyma.15G112700.Wm82.a4.v1	-0.31 	1     	FALSE	-0.42 	0.7   	FALSE	-0.12 	0.99  	FALSE
Glyma.15G112900.Wm82.a4.v1	0.013 	1     	FALSE	0.18  	0.97  	FALSE	0.17  	0.99  	FALSE
Glyma.15G113000.Wm82.a4.v1	0.048 	1     	FALSE	0.25  	0.91  	FALSE	0.2   	0.99  	FALSE
Glyma.15G113200.Wm82.a4.v1	0.047 	1     	FALSE	-0.067	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.15G113300.Wm82.a4.v1	-0.049	1     	FALSE	0.073 	NA    	NA	0.12  	0.99  	FALSE
Glyma.15G113400.Wm82.a4.v1	0.16  	1     	FALSE	0.014 	1     	FALSE	-0.15 	0.99  	FALSE
Glyma.15G113500.Wm82.a4.v1	0.025 	NA    	NA	0.023 	NA    	NA	-0.0017	NA    	NA
Glyma.15G113600.Wm82.a4.v1	-0.18 	1     	FALSE	-0.28 	0.93  	FALSE	-0.099	0.99  	FALSE
Glyma.15G113700.Wm82.a4.v1	-0.19 	1     	FALSE	-0.051	0.99  	FALSE	0.14  	0.99  	FALSE
Glyma.15G113800.Wm82.a4.v1	0.041 	1     	FALSE	-0.03 	0.99  	FALSE	-0.071	0.99  	FALSE
Glyma.15G113900.Wm82.a4.v1	0.086 	1     	FALSE	-0.17 	0.98  	FALSE	-0.26 	0.99  	FALSE
Glyma.15G114000.Wm82.a4.v1	-0.18 	1     	FALSE	-0.038	NA    	NA	0.14  	0.99  	FALSE
Glyma.15G114100.Wm82.a4.v1	-0.12 	1     	FALSE	-0.48 	0.56  	FALSE	-0.36 	0.99  	FALSE
Glyma.15G114200.Wm82.a4.v1	0.075 	1     	FALSE	0.075 	0.99  	FALSE	-0.00041	1     	FALSE
Glyma.15G114300.Wm82.a4.v1	0.064 	1     	FALSE	0.014 	1     	FALSE	-0.05 	1     	FALSE
Glyma.15G114600.Wm82.a4.v1	-0.022	NA    	NA	-0.014	NA    	NA	0.0081	NA    	NA
Glyma.15G114700.Wm82.a4.v1	-0.075	1     	FALSE	-0.074	0.99  	FALSE	0.00051	1     	FALSE
Glyma.15G114800.Wm82.a4.v1	0.11  	1     	FALSE	-0.08 	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.15G114900.Wm82.a4.v1	0.1   	1     	FALSE	0.052 	NA    	NA	-0.052	0.99  	FALSE
Glyma.15G115000.Wm82.a4.v1	-0.32 	0.72  	FALSE	-0.2  	0.94  	FALSE	0.12  	0.99  	FALSE
Glyma.15G115100.Wm82.a4.v1	0.083 	1     	FALSE	0.032 	0.99  	FALSE	-0.052	1     	FALSE
Glyma.15G115200.Wm82.a4.v1	-0.19 	1     	FALSE	-0.04 	0.99  	FALSE	0.15  	0.99  	FALSE
Glyma.15G115300.Wm82.a4.v1	-0.036	1     	FALSE	-0.31 	0.83  	FALSE	-0.27 	0.99  	FALSE
Glyma.15G115400.Wm82.a4.v1	-0.059	1     	FALSE	-0.084	0.99  	FALSE	-0.025	1     	FALSE
Glyma.15G115500.Wm82.a4.v1	0.076 	1     	FALSE	-0.086	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G115600.Wm82.a4.v1	0.23  	1     	FALSE	0.26  	0.8   	FALSE	0.029 	1     	FALSE
Glyma.15G115800.Wm82.a4.v1	-0.014	1     	FALSE	0.082 	0.99  	FALSE	0.096 	0.99  	FALSE
Glyma.15G116000.Wm82.a4.v1	-0.18 	1     	FALSE	-0.19 	0.98  	FALSE	-0.018	1     	FALSE
Glyma.15G116200.Wm82.a4.v1	-0.2  	0.98  	FALSE	-0.3  	0.56  	FALSE	-0.095	0.99  	FALSE
Glyma.15G116300.Wm82.a4.v1	-0.033	1     	FALSE	0.053 	0.99  	FALSE	0.086 	0.99  	FALSE
Glyma.15G116500.Wm82.a4.v1	0.058 	1     	FALSE	-0.084	0.99  	FALSE	-0.14 	0.99  	FALSE
Glyma.15G116700.Wm82.a4.v1	0.16  	1     	FALSE	0.084 	0.99  	FALSE	-0.074	0.99  	FALSE
Glyma.15G116800.Wm82.a4.v1	0.11  	1     	FALSE	0.18  	0.98  	FALSE	0.072 	1     	FALSE
Glyma.15G116900.Wm82.a4.v1	-0.056	1     	FALSE	-0.0024	1     	FALSE	0.054 	1     	FALSE
Glyma.15G117000.Wm82.a4.v1	0.021 	1     	FALSE	-0.019	1     	FALSE	-0.04 	1     	FALSE
Glyma.15G117100.Wm82.a4.v1	0.22  	1     	FALSE	0.25  	0.91  	FALSE	0.025 	1     	FALSE
Glyma.15G117200.Wm82.a4.v1	0.0017	1     	FALSE	0.13  	0.99  	FALSE	0.13  	0.99  	FALSE
Glyma.15G117500.Wm82.a4.v1	-0.25 	1     	FALSE	-0.0059	1     	FALSE	0.24  	0.99  	FALSE
Glyma.15G117600.Wm82.a4.v1	0.1   	1     	FALSE	-0.15 	0.99  	FALSE	-0.25 	0.99  	FALSE
Glyma.15G117900.Wm82.a4.v1	0.18  	1     	FALSE	0.03  	1     	FALSE	-0.15 	0.99  	FALSE
Glyma.15G118000.Wm82.a4.v1	0.0084	1     	FALSE	0.015 	1     	FALSE	0.0071	1     	FALSE
Glyma.15G118051.Wm82.a4.v1	0.079 	1     	FALSE	-0.091	0.99  	FALSE	-0.17 	0.99  	FALSE
Glyma.15G118100.Wm82.a4.v1	-0.00044	1     	FALSE	0.2   	0.98  	FALSE	0.2   	0.99  	FALSE
Glyma.15G118200.Wm82.a4.v1	-0.34 	1     	FALSE	-0.11 	0.99  	FALSE	0.23  	0.99  	FALSE
Glyma.15G118300.Wm82.a4.v1	0.096 	1     	FALSE	0.25  	0.97  	FALSE	0.16  	0.99  	FALSE
Glyma.15G118350.Wm82.a4.v1	0.061 	NA    	NA	0.056 	NA    	NA	-0.0044	NA    	NA
Glyma.15G118400.Wm82.a4.v1	0.28  	1     	FALSE	0.081 	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G118500.Wm82.a4.v1	0.027 	1     	FALSE	-0.31 	0.9   	FALSE	-0.34 	0.99  	FALSE
Glyma.15G118600.Wm82.a4.v1	0.034 	1     	FALSE	-0.18 	0.98  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G118700.Wm82.a4.v1	-0.0024	1     	FALSE	-0.21 	0.97  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G118800.Wm82.a4.v1	-0.087	1     	FALSE	-0.034	0.99  	FALSE	0.054 	1     	FALSE
Glyma.15G118900.Wm82.a4.v1	-0.2  	1     	FALSE	-0.45 	0.55  	FALSE	-0.25 	0.99  	FALSE
