Geneid	NPYCT	NPYCU	NSNCH	NPYCW	NPYCX	NPYCZ	NPYCY	NPYGA	NPYGB
Glyma.06G155000.Wm82.a4.v1	0.00	0.04	0.04	0.10	0.12	0.06	0.16	0.20	0.00
Glyma.06G155066.Wm82.a4.v1	4.04	4.63	2.58	4.17	5.11	6.37	3.77	3.77	0.27
Glyma.06G155132.Wm82.a4.v1	2.36	2.43	1.20	2.63	1.68	3.20	1.80	2.45	1.09
Glyma.06G155200.Wm82.a4.v1	4.05	3.34	2.84	4.24	3.52	3.94	3.95	3.09	1.92
Glyma.06G155300.Wm82.a4.v1	3.44	3.49	2.81	2.90	3.22	2.19	2.84	2.36	2.73
Glyma.06G155400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G155500.Wm82.a4.v1	30.92	30.49	30.71	33.21	31.15	26.70	27.70	27.01	30.84
Glyma.06G155600.Wm82.a4.v1	0.26	0.29	0.26	0.22	0.32	0.25	0.31	0.26	0.20
Glyma.06G155700.Wm82.a4.v1	14.27	14.25	12.82	12.27	14.57	13.27	14.45	12.17	7.74
Glyma.06G155750.Wm82.a4.v1	9.50	9.96	9.00	10.22	10.00	9.32	9.46	8.67	9.92
Glyma.06G155800.Wm82.a4.v1	37.90	35.82	33.40	37.91	38.32	42.90	41.24	35.06	41.25
Glyma.06G155900.Wm82.a4.v1	10.31	10.09	10.52	9.27	10.03	10.67	10.48	9.14	14.91
Glyma.06G156000.Wm82.a4.v1	4.26	3.79	3.43	3.66	4.00	3.60	4.15	3.80	3.79
Glyma.06G156100.Wm82.a4.v1	0.00	0.37	0.07	0.26	0.00	0.06	0.00	0.11	0.00
Glyma.06G156200.Wm82.a4.v1	6.51	6.81	5.38	6.49	6.92	6.47	4.56	3.32	4.32
Glyma.06G156300.Wm82.a4.v1	0.17	0.00	0.21	0.06	0.13	0.05	0.25	0.10	0.16
Glyma.06G156400.Wm82.a4.v1	19.92	18.69	19.39	20.38	18.50	23.84	22.69	17.12	15.10
Glyma.06G156500.Wm82.a4.v1	9.95	9.47	8.19	9.06	10.63	9.52	9.91	7.58	5.40
Glyma.06G156600.Wm82.a4.v1	12.92	13.72	11.01	8.50	10.76	10.56	11.36	11.39	8.45
Glyma.06G156650.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G156700.Wm82.a4.v1	9.75	10.02	6.90	11.01	10.04	10.44	11.98	6.19	6.53
Glyma.06G156800.Wm82.a4.v1	2.78	2.59	2.78	2.88	2.46	2.67	3.23	2.42	2.50
Glyma.06G156902.Wm82.a4.v1	5.40	4.43	5.58	7.17	6.45	5.38	7.01	4.65	2.96
Glyma.06G157000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G157100.Wm82.a4.v1	132.20	151.10	138.36	138.42	142.56	138.76	136.82	128.54	194.40
Glyma.06G157200.Wm82.a4.v1	1.97	2.19	1.90	1.93	2.07	1.67	1.77	2.49	1.09
Glyma.06G157300.Wm82.a4.v1	1.80	1.69	1.70	2.97	2.11	1.97	2.40	2.17	1.05
Glyma.06G157400.Wm82.a4.v1	65.06	67.29	63.47	48.86	63.52	45.87	62.32	41.41	73.27
Glyma.06G157500.Wm82.a4.v1	0.80	0.86	0.87	0.46	0.64	0.79	1.26	0.35	0.65
Glyma.06G157600.Wm82.a4.v1	8.67	6.17	7.17	6.18	6.92	7.60	9.45	10.05	5.15
Glyma.06G157700.Wm82.a4.v1	17.61	23.06	18.13	12.16	8.55	22.36	32.93	29.14	16.81
Glyma.06G157800.Wm82.a4.v1	1.36	3.64	3.75	2.70	2.28	3.96	1.33	2.22	2.51
Glyma.06G157900.Wm82.a4.v1	0.33	0.12	0.11	0.31	0.35	0.18	0.56	0.17	0.00
Glyma.06G157950.Wm82.a4.v1	0.04	0.12	0.03	0.00	0.05	0.09	0.10	0.04	0.00
Glyma.06G158000.Wm82.a4.v1	1.08	0.95	0.81	0.48	0.84	0.71	1.26	1.06	0.48
Glyma.06G158100.Wm82.a4.v1	1.87	1.32	1.38	1.83	1.89	1.55	3.34	1.91	1.54
Glyma.06G158200.Wm82.a4.v1	2.13	2.13	1.67	1.84	1.55	1.72	2.24	1.15	0.89
Glyma.06G158250.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G158300.Wm82.a4.v1	14.18	14.26	10.21	17.05	16.63	12.22	11.21	17.03	13.61
Glyma.06G158400.Wm82.a4.v1	3.30	3.85	3.38	3.94	2.35	3.02	5.85	2.83	2.49
Glyma.06G158466.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G158532.Wm82.a4.v1	1.05	0.44	0.61	0.61	0.80	0.42	0.85	0.37	0.28
Glyma.06G158600.Wm82.a4.v1	2.53	1.95	1.42	2.31	2.32	2.16	2.81	1.83	1.31
Glyma.06G158700.Wm82.a4.v1	17.91	14.59	19.20	16.02	14.35	13.60	19.36	17.22	13.21
Glyma.06G158750.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G158800.Wm82.a4.v1	6.42	5.79	7.58	6.46	6.45	5.98	9.02	8.53	6.87
Glyma.06G158900.Wm82.a4.v1	7.85	7.94	8.68	10.57	10.17	10.11	10.75	10.19	11.78
Glyma.06G159000.Wm82.a4.v1	0.24	0.08	0.22	0.17	0.20	0.53	0.44	0.31	0.35
Glyma.06G159100.Wm82.a4.v1	6.73	5.92	4.31	8.05	8.50	7.71	7.57	6.08	3.41
Glyma.06G159200.Wm82.a4.v1	5.46	4.75	3.50	5.05	5.70	5.50	5.27	4.12	2.52
Glyma.06G159300.Wm82.a4.v1	9.30	10.26	7.35	9.90	9.54	10.70	10.39	8.25	7.79
Glyma.06G159400.Wm82.a4.v1	1.11	1.24	1.00	0.75	1.12	0.99	1.39	1.35	0.88
Glyma.06G159500.Wm82.a4.v1	5.90	4.83	5.49	6.07	7.43	3.34	3.94	4.80	2.58
Glyma.06G159600.Wm82.a4.v1	0.01	0.02	0.00	0.05	0.02	0.00	0.00	0.03	0.00
Glyma.06G159700.Wm82.a4.v1	0.50	0.75	0.58	0.85	0.82	0.69	0.62	0.59	0.44
Glyma.06G159800.Wm82.a4.v1	8.76	8.05	7.19	9.45	8.07	9.93	9.62	9.27	5.74
Glyma.06G159900.Wm82.a4.v1	6.55	5.75	4.82	6.77	6.57	6.53	6.72	6.56	4.99
Glyma.06G160000.Wm82.a4.v1	0.00	0.00	0.03	0.06	0.00	0.05	0.00	0.00	0.00
Glyma.06G160100.Wm82.a4.v1	12.70	13.25	10.58	15.15	12.44	11.59	13.12	9.65	11.11
Glyma.06G160200.Wm82.a4.v1	16.99	16.95	17.59	19.15	21.79	21.10	20.99	19.00	7.92
Glyma.06G160300.Wm82.a4.v1	3.48	5.17	3.96	5.40	4.20	7.47	7.18	4.20	7.80
Glyma.06G160400.Wm82.a4.v1	23.98	27.16	25.81	31.13	31.32	30.39	26.70	36.88	23.84
Glyma.06G160500.Wm82.a4.v1	43.84	41.80	44.39	47.37	49.35	37.78	46.28	55.19	35.05
Glyma.06G160600.Wm82.a4.v1	3.30	3.03	2.90	3.62	3.71	1.73	3.55	3.00	2.21
Glyma.06G160700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G160800.Wm82.a4.v1	8.79	9.72	9.13	9.62	9.35	8.02	9.27	7.97	4.83
Glyma.06G160900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G161000.Wm82.a4.v1	14.48	12.60	10.35	13.69	12.64	10.29	14.19	11.29	8.91
Glyma.06G161100.Wm82.a4.v1	4.80	5.03	4.24	6.80	6.07	6.10	8.04	3.84	2.97
Glyma.06G161200.Wm82.a4.v1	21.49	23.39	23.17	22.42	23.77	21.87	22.94	23.99	21.45
Glyma.06G161300.Wm82.a4.v1	34.45	34.37	37.71	36.67	33.36	34.78	30.49	37.67	31.87
Glyma.06G161400.Wm82.a4.v1	20.77	21.10	16.82	21.91	22.35	20.18	23.55	20.00	13.83
Glyma.06G161600.Wm82.a4.v1	0.68	0.45	0.54	1.31	0.72	0.44	0.57	0.75	0.87
Glyma.06G161700.Wm82.a4.v1	9.14	8.15	9.80	10.14	9.56	10.08	10.58	8.42	8.64
Glyma.06G161750.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G161800.Wm82.a4.v1	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G161900.Wm82.a4.v1	1.17	0.95	1.32	1.86	0.39	0.63	1.17	1.52	0.47
Glyma.06G162100.Wm82.a4.v1	10.48	9.86	10.50	12.05	10.67	10.27	12.27	8.57	9.74
Glyma.06G162200.Wm82.a4.v1	4.54	4.99	4.35	4.28	4.58	5.28	5.46	3.46	2.96
Glyma.06G162300.Wm82.a4.v1	16.94	15.56	16.74	11.90	14.32	11.92	15.99	10.65	8.54
Glyma.06G162400.Wm82.a4.v1	62.03	67.20	61.51	56.12	60.80	65.76	54.83	54.20	105.03
Glyma.06G162500.Wm82.a4.v1	66.58	65.57	66.85	71.00	72.03	57.69	63.27	57.17	55.61
Glyma.06G162600.Wm82.a4.v1	160.41	149.17	178.30	177.69	191.00	115.54	149.23	151.48	145.53
Glyma.06G162700.Wm82.a4.v1	10.08	8.80	8.66	12.00	10.51	10.03	12.82	9.75	7.11
Glyma.06G162800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G162900.Wm82.a4.v1	40.70	43.82	41.72	43.24	40.98	38.48	40.28	41.68	53.14
Glyma.06G163000.Wm82.a4.v1	0.81	0.23	0.70	0.41	0.95	0.26	0.37	1.26	0.52
Glyma.06G163100.Wm82.a4.v1	5.18	5.63	4.31	5.77	4.91	5.01	6.56	4.39	3.57
Glyma.06G163200.Wm82.a4.v1	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00
Glyma.06G163300.Wm82.a4.v1	10.51	9.39	7.10	11.79	12.10	9.04	11.57	12.19	7.23
Glyma.06G163400.Wm82.a4.v1	47.17	32.12	45.72	35.82	31.16	32.25	21.56	49.07	45.73
Glyma.06G163500.Wm82.a4.v1	12.34	10.34	14.09	8.66	13.54	6.73	7.82	10.80	13.37
Glyma.06G163600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G163700.Wm82.a4.v1	0.33	0.47	0.11	0.21	0.18	0.71	0.75	0.74	0.35
Glyma.06G163800.Wm82.a4.v1	8.95	9.46	7.71	9.01	10.21	9.07	10.27	8.19	8.66
Glyma.06G163900.Wm82.a4.v1	6.18	5.64	5.57	6.17	6.14	6.36	6.57	5.65	6.04
Glyma.06G164000.Wm82.a4.v1	0.28	0.40	0.74	0.70	0.00	0.60	1.90	0.00	0.90
Glyma.06G164100.Wm82.a4.v1	0.27	0.38	0.18	1.01	0.00	0.43	1.52	0.14	0.00
Glyma.06G164200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G164300.Wm82.a4.v1	8.20	8.73	6.95	9.94	10.51	9.64	12.30	7.98	6.18
Glyma.06G164400.Wm82.a4.v1	1.06	1.37	1.38	0.40	1.17	0.79	1.21	1.17	1.65
Glyma.06G164500.Wm82.a4.v1	7.53	7.24	6.35	10.33	9.59	7.15	11.03	7.88	5.14
Glyma.06G164600.Wm82.a4.v1	23.93	24.41	24.01	29.01	26.43	25.77	28.88	24.92	26.65
Glyma.06G164667.Wm82.a4.v1	0.02	0.00	0.05	0.02	0.00	0.00	0.04	0.12	0.00
Glyma.06G164733.Wm82.a4.v1	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G164800.Wm82.a4.v1	57.19	63.19	58.46	65.78	57.18	52.36	59.39	63.27	68.44
Glyma.06G164900.Wm82.a4.v1	13.74	14.43	11.74	13.18	12.20	10.48	15.94	10.01	8.52
Glyma.06G165000.Wm82.a4.v1	0.07	0.10	0.09	0.09	0.04	0.22	0.12	0.00	0.16
Glyma.06G165100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G165200.Wm82.a4.v1	44.47	39.21	44.42	42.15	42.58	47.13	69.32	38.63	36.35
Glyma.06G165302.Wm82.a4.v1	10.82	9.29	7.69	10.29	13.00	5.67	9.12	8.81	7.55
Glyma.06G165400.Wm82.a4.v1	1.58	2.68	1.26	1.77	1.66	1.64	2.23	1.78	1.48
Glyma.06G165500.Wm82.a4.v1	8.76	8.65	9.42	9.57	10.24	9.01	9.57	8.53	7.67
Glyma.06G165550.Wm82.a4.v1	0.19	0.00	0.25	0.24	0.07	0.07	0.07	0.26	0.10
Glyma.06G165602.Wm82.a4.v1	0.59	0.72	0.82	2.01	1.07	1.51	1.45	1.37	0.88
Glyma.06G165652.Wm82.a4.v1	1.03	0.99	0.46	0.81	0.53	0.53	0.67	1.02	0.32
Glyma.06G165700.Wm82.a4.v1	34.20	31.32	27.84	33.86	46.98	30.26	56.04	31.17	30.18
Glyma.06G165800.Wm82.a4.v1	5.21	3.32	5.17	4.75	2.72	4.69	4.99	4.66	7.44
Glyma.06G166000.Wm82.a4.v1	21.88	21.10	25.60	26.29	26.50	23.92	23.44	18.76	23.04
Glyma.06G166100.Wm82.a4.v1	0.14	0.14	0.05	0.24	0.13	0.15	0.30	0.05	0.15
Glyma.06G166200.Wm82.a4.v1	14.24	14.50	11.92	15.02	14.85	13.23	14.33	12.78	8.54
Glyma.06G166300.Wm82.a4.v1	30.05	30.67	30.14	27.48	27.93	30.98	31.65	28.90	33.17
Glyma.06G166400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G166500.Wm82.a4.v1	1.66	0.67	1.37	2.44	2.13	1.64	1.90	0.76	0.54
Glyma.06G166600.Wm82.a4.v1	40.07	43.10	39.58	40.80	44.49	34.87	36.67	39.12	79.08
Glyma.06G166700.Wm82.a4.v1	13.64	14.57	13.71	15.54	16.09	15.06	17.19	14.81	9.76
Glyma.06G166800.Wm82.a4.v1	0.25	0.36	0.46	0.87	0.80	2.96	0.72	0.07	0.71
Glyma.06G166900.Wm82.a4.v1	10.54	11.52	7.09	13.41	12.23	6.01	10.57	7.33	6.30
Glyma.06G167000.Wm82.a4.v1	38.94	43.19	31.89	30.05	45.47	47.41	53.55	30.97	15.33
Glyma.06G167100.Wm82.a4.v1	2.79	2.70	2.83	2.59	2.76	2.35	2.98	1.92	1.70
Glyma.06G167200.Wm82.a4.v1	0.00	0.06	0.00	0.00	0.00	0.00	0.05	0.00	0.00
Glyma.06G167300.Wm82.a4.v1	1.05	0.65	0.63	0.62	0.68	1.17	1.03	0.94	0.91
Glyma.06G167500.Wm82.a4.v1	0.64	0.73	0.51	0.64	0.27	0.55	0.58	0.13	1.44
Glyma.06G167600.Wm82.a4.v1	9.77	7.57	7.55	2.17	3.63	3.24	6.31	6.01	2.65
Glyma.06G167700.Wm82.a4.v1	15.84	15.50	16.12	15.49	15.59	11.67	14.67	12.18	12.90
Glyma.06G167800.Wm82.a4.v1	0.63	0.00	0.00	0.80	0.00	0.00	2.17	0.00	0.00
Glyma.06G167900.Wm82.a4.v1	0.12	0.25	0.31	0.07	0.06	0.13	0.07	0.18	0.19
Glyma.06G168000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G168050.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G168100.Wm82.a4.v1	2.01	2.30	2.27	1.30	1.49	2.47	3.00	3.41	1.13
Glyma.06G168200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G168300.Wm82.a4.v1	90.99	94.33	95.40	113.48	106.12	178.10	167.31	113.92	65.75
Glyma.06G168400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G168600.Wm82.a4.v1	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.00	0.04
Glyma.06G168700.Wm82.a4.v1	8.74	10.10	8.74	10.77	10.12	10.50	11.26	8.37	7.45
Glyma.06G168800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G168900.Wm82.a4.v1	1.58	1.44	2.17	2.85	2.94	1.34	3.71	1.04	0.54
Glyma.06G169000.Wm82.a4.v1	9.00	8.92	6.20	10.54	10.53	8.73	13.74	8.54	4.64
Glyma.06G169100.Wm82.a4.v1	4.37	3.56	3.44	5.31	5.24	3.56	5.35	4.09	5.35
Glyma.06G169200.Wm82.a4.v1	6.76	7.52	6.68	7.16	7.50	6.91	7.77	7.15	6.05
Glyma.06G169300.Wm82.a4.v1	0.09	0.26	0.24	0.11	0.00	0.10	0.10	0.19	0.15
Glyma.06G169400.Wm82.a4.v1	3.38	2.80	2.86	2.55	2.91	1.80	3.20	1.03	1.87
Glyma.06G169500.Wm82.a4.v1	0.13	0.33	0.09	0.29	0.07	0.04	0.23	0.17	0.00
Glyma.06G169600.Wm82.a4.v1	11.79	11.09	15.24	12.99	11.36	12.30	12.66	11.88	11.12
Glyma.06G169700.Wm82.a4.v1	13.18	14.39	17.07	15.59	11.79	11.00	15.90	12.94	13.37
Glyma.06G169800.Wm82.a4.v1	64.53	66.63	52.51	58.15	67.48	52.65	74.25	44.40	59.16
Glyma.06G169900.Wm82.a4.v1	0.38	0.36	0.34	1.60	1.08	0.54	0.72	1.18	0.41
Glyma.06G170000.Wm82.a4.v1	12.20	11.04	9.67	11.72	11.60	11.63	14.11	8.78	8.89
Glyma.06G170100.Wm82.a4.v1	14.89	13.32	17.99	15.22	13.04	21.86	23.15	14.04	15.24
Glyma.06G170200.Wm82.a4.v1	11.35	11.20	11.73	14.08	11.73	12.03	12.84	13.63	14.31
Glyma.06G170300.Wm82.a4.v1	15.35	13.89	13.14	5.23	4.96	4.26	1.45	17.30	5.82
Glyma.06G170366.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00
Glyma.06G170432.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00
Glyma.06G170500.Wm82.a4.v1	3.93	4.04	3.89	4.71	3.62	4.40	3.55	4.24	3.50
Glyma.06G170600.Wm82.a4.v1	9.08	9.12	8.34	11.31	7.60	9.49	7.29	8.27	10.23
Glyma.06G170700.Wm82.a4.v1	48.78	56.58	46.91	81.02	67.18	116.91	119.22	48.50	60.95
Glyma.06G170800.Wm82.a4.v1	1.15	0.98	1.13	0.94	1.05	0.87	1.28	0.81	0.88
Glyma.06G170900.Wm82.a4.v1	256.60	266.85	283.34	276.26	253.37	227.73	234.17	251.26	366.28
Glyma.06G171000.Wm82.a4.v1	8.48	7.98	8.12	9.12	9.92	9.07	10.90	7.14	5.25
Glyma.06G171100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G171150.Wm82.a4.v1	2.57	3.22	2.90	2.26	9.54	3.00	4.97	3.25	3.61
Glyma.06G171200.Wm82.a4.v1	71.38	69.02	74.43	64.18	72.60	71.59	66.25	69.44	97.27
Glyma.06G171400.Wm82.a4.v1	2.03	1.37	1.46	1.49	1.82	1.33	1.26	1.74	1.70
Glyma.06G171500.Wm82.a4.v1	7.02	7.86	5.66	8.55	7.50	4.63	8.29	4.85	9.53
Glyma.06G171600.Wm82.a4.v1	8.91	7.20	5.85	5.81	5.92	14.22	8.33	6.32	6.76
Glyma.06G171700.Wm82.a4.v1	2.36	2.21	1.99	2.93	2.26	1.46	2.70	1.85	1.81
Glyma.06G171800.Wm82.a4.v1	0.00	0.15	0.00	0.13	0.16	0.00	0.06	0.16	0.00
Glyma.06G171850.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G171900.Wm82.a4.v1	17.15	16.74	17.78	14.99	17.51	13.47	15.49	16.59	4.90
Glyma.06G172000.Wm82.a4.v1	32.18	31.49	28.30	32.30	31.75	26.75	30.11	28.89	24.12
Glyma.06G172100.Wm82.a4.v1	2.06	1.98	2.62	2.94	2.81	2.42	2.48	2.97	2.46
Glyma.06G172150.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G172200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G172300.Wm82.a4.v1	19.08	18.57	16.44	20.06	20.54	17.80	22.85	15.56	17.69
Glyma.06G172400.Wm82.a4.v1	3.63	3.43	3.55	3.35	3.23	3.17	2.95	2.83	3.70
Glyma.06G172500.Wm82.a4.v1	8.63	7.79	8.81	6.98	8.05	7.60	7.52	7.19	6.44
Glyma.06G172551.Wm82.a4.v1	0.15	0.09	0.10	0.15	0.19	0.62	0.17	0.13	0.05
Glyma.06G172600.Wm82.a4.v1	192.92	180.01	197.60	165.98	182.34	163.64	150.14	178.10	234.98
Glyma.06G172700.Wm82.a4.v1	0.38	0.54	0.59	0.54	0.90	0.45	0.48	0.29	0.23
Glyma.06G172733.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G172766.Wm82.a4.v1	1.28	0.00	0.85	0.00	0.00	0.68	0.73	0.00	0.00
Glyma.06G172800.Wm82.a4.v1	2.03	2.05	2.17	1.55	0.65	1.31	1.40	0.64	3.95
Glyma.06G172900.Wm82.a4.v1	9.23	8.58	7.03	10.49	9.83	9.17	10.16	8.13	5.59
Glyma.06G173000.Wm82.a4.v1	5.96	6.52	6.58	6.43	5.16	7.70	7.43	5.94	4.70
Glyma.06G173067.Wm82.a4.v1	0.15	0.64	0.39	0.37	0.63	0.16	0.50	0.61	0.24
Glyma.06G173133.Wm82.a4.v1	0.34	0.59	0.60	0.44	0.44	0.59	0.31	0.36	0.78
Glyma.06G173200.Wm82.a4.v1	1.20	1.15	1.09	1.41	1.11	1.15	1.20	1.00	0.89
Glyma.06G173300.Wm82.a4.v1	24.93	24.59	22.14	29.10	29.17	22.33	27.94	33.83	19.75
Glyma.06G173500.Wm82.a4.v1	1.85	2.09	1.51	2.28	2.47	1.80	2.54	1.71	0.82
Glyma.06G173600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G173700.Wm82.a4.v1	23.92	22.75	20.26	21.60	24.68	24.28	23.80	22.56	9.93
Glyma.06G173800.Wm82.a4.v1	2.75	2.92	3.10	3.15	2.94	2.94	3.35	3.15	2.44
Glyma.06G174000.Wm82.a4.v1	4.01	3.73	3.17	4.10	4.01	3.82	4.07	3.21	2.95
Glyma.06G174100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G174200.Wm82.a4.v1	0.00	0.08	0.07	0.14	0.03	0.03	0.00	0.03	0.04
Glyma.06G174300.Wm82.a4.v1	8.93	10.79	7.83	9.09	10.10	8.64	9.84	8.80	9.95
Glyma.06G174400.Wm82.a4.v1	2.17	2.15	2.27	2.38	2.49	2.22	2.68	1.86	1.75
Glyma.06G174500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00
Glyma.06G174600.Wm82.a4.v1	0.13	0.35	0.27	0.14	0.06	0.03	0.34	0.06	0.17
Glyma.06G174700.Wm82.a4.v1	6.74	6.79	5.95	4.65	6.68	4.89	4.14	10.09	5.23
Glyma.06G174800.Wm82.a4.v1	1.32	2.08	1.76	4.30	4.37	4.19	5.11	4.45	3.15
Glyma.06G174900.Wm82.a4.v1	13.73	12.78	17.03	15.73	14.62	12.33	14.43	15.74	13.44
Glyma.06G175000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G175100.Wm82.a4.v1	10.35	10.52	10.91	10.04	10.51	12.00	16.47	11.03	11.28
Glyma.06G175200.Wm82.a4.v1	1.32	1.81	1.49	1.37	1.11	2.16	2.47	1.51	1.50
Glyma.06G175300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00
Glyma.06G175400.Wm82.a4.v1	26.98	28.11	32.60	28.50	29.96	29.11	28.14	32.94	39.69
Glyma.06G175466.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G175532.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G175600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G175700.Wm82.a4.v1	10.38	10.46	10.02	12.12	14.22	11.81	11.75	13.41	5.50
Glyma.06G175800.Wm82.a4.v1	10.99	10.47	9.13	10.57	9.93	10.88	12.03	8.35	8.82
Glyma.06G175900.Wm82.a4.v1	29.03	29.62	27.73	30.22	28.76	30.86	32.56	24.83	27.18
Glyma.06G176000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G176100.Wm82.a4.v1	3.14	2.63	2.84	2.43	3.55	4.88	4.44	3.02	3.48
Glyma.06G176200.Wm82.a4.v1	51.81	50.33	41.23	53.40	42.53	54.85	36.72	54.12	26.04
Glyma.06G176300.Wm82.a4.v1	8.03	7.22	5.98	7.99	8.22	8.34	9.99	7.23	3.33
Glyma.06G176400.Wm82.a4.v1	0.32	0.65	0.12	0.17	0.29	0.44	0.21	0.47	0.29
Glyma.06G176500.Wm82.a4.v1	24.71	23.79	23.29	21.54	26.10	27.03	26.30	21.47	28.41
Glyma.06G176600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G176700.Wm82.a4.v1	3.13	3.24	2.73	4.06	2.23	4.14	2.66	4.17	2.98
Glyma.06G176800.Wm82.a4.v1	11.40	10.05	9.30	12.31	11.27	11.57	13.66	9.37	8.68
Glyma.06G176900.Wm82.a4.v1	1.73	1.09	2.21	1.53	1.93	1.05	1.46	1.72	0.73
Glyma.06G177000.Wm82.a4.v1	1.58	2.02	0.98	1.46	1.46	2.30	2.20	1.71	1.13
Glyma.06G177100.Wm82.a4.v1	2.77	3.62	3.69	3.82	2.96	4.05	5.75	3.66	2.84
Glyma.06G177200.Wm82.a4.v1	1.29	1.32	1.13	0.80	1.62	1.15	1.62	1.31	2.04
Glyma.06G177250.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G177300.Wm82.a4.v1	1.39	1.33	0.31	2.63	1.73	0.00	0.53	0.24	1.49
Glyma.06G177400.Wm82.a4.v1	1.33	1.50	1.36	1.32	1.74	1.23	1.67	1.43	1.18
Glyma.06G177500.Wm82.a4.v1	0.00	0.00	0.25	0.00	0.00	0.40	0.00	0.00	0.00
Glyma.06G177600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.06G177700.Wm82.a4.v1	10.75	9.95	9.25	9.89	9.64	11.92	10.70	10.28	9.02
Glyma.06G177800.Wm82.a4.v1	0.08	0.08	0.15	0.07	0.15	0.09	0.19	0.06	0.18
Glyma.06G177900.Wm82.a4.v1	7.85	10.51	11.36	10.74	12.12	10.56	10.42	9.32	12.94
